,date,team,against,home,goalie,dec,SA,SV,TOI,,,,
1644,10/17/17,OTT,VAN,h,Craig Anderson,L,24,21,58:58:00,,,,
1646,10/19/17,OTT,NJD,h,Craig Anderson,O,46,41,61:07:00,,,,
1648,10/21/17,OTT,TOR,h,Craig Anderson,W,31,28,59:46:00,,,,
1650,10/24/17,OTT,LAK,h,Mike Condon,O,43,41,65:00:00,,,,
1652,10/26/17,OTT,PHI,h,Craig Anderson,W,40,36,60:00:00,,,,
1403,10/27/17,OTT,NJD,@,Mike Condon,O,25,21,63:06:00,,,,
1654,10/30/17,OTT,MTL,h,Craig Anderson,L,15,9,40:00:00,,,,
1656,11/2/17,OTT,DET,h,Craig Anderson,W,25,24,60:00:00,,,,
1658,11/4/17,OTT,VEG,h,Craig Anderson,L,34,29,57:43:00,,,,
177,11/10/17,OTT,COL,@,Craig Anderson,W,19,16,60:34:00,,,,
1660,11/11/17,OTT,COL,h,Mike Condon,,10,7,30:29:00,,,,
1662,11/16/17,OTT,PIT,h,Craig Anderson,L,28,26,58:59:00,,,,
1664,11/18/17,OTT,ARI,h,Mike Condon,O,28,25,61:23:00,,,,
1585,11/19/17,OTT,NYR,@,Craig Anderson,L,26,24,59:41:00,,,,
2317,11/22/17,OTT,WSH,@,Craig Anderson,L,24,20,58:44:00,,,,
269,11/24/17,OTT,CBJ,@,Craig Anderson,L,31,27,58:14:00,,,,
1666,11/25/17,OTT,NYI,h,Craig Anderson,L,24,22,58:44:00,,,,
1257,11/29/17,OTT,MTL,@,Mike Condon,L,31,29,58:36:00,,,,
1497,12/1/17,OTT,NYI,@,Mike Condon,W,19,19,30:21:00,,,,
2403,12/3/17,OTT,WPG,@,Craig Anderson,,27,27,33:10:00,,,,
113,12/6/17,OTT,ANA,@,Craig Anderson,L,21,19,58:46:00,,,,
1097,12/7/17,OTT,LAK,@,Mike Condon,O,38,34,59:00:00,,,,
1917,12/9/17,OTT,SJS,@,Craig Anderson,L,50,45,59:45:00,,,,
437,12/12/17,OTT,BUF,@,Mike Condon,L,25,22,57:59:00,,,,
1668,12/13/17,OTT,NYR,h,Craig Anderson,W,29,27,60:00:00,,,,
1670,12/16/17,OTT,MTL,h,Craig Anderson,W,28,28,60:00:00,,,,
1672,12/19/17,OTT,MIN,h,Craig Anderson,L,40,34,57:45:00,,,,
2083,12/21/17,OTT,TBL,@,Craig Anderson,O,38,35,65:00:00,,,,
1017,12/23/17,OTT,FLA,@,Mike Condon,L,38,37,58:31:00,,,,
369,12/27/17,OTT,BOS,@,Craig Anderson,L,23,18,60:00:00,,,,
1674,12/29/17,OTT,CBJ,h,Mike Condon,W,25,21,59:48:00,,,,
1676,12/30/17,OTT,BOS,h,Mike Condon,L,34,29,60:00:00,,,,
861,1/3/18,OTT,DET,@,Craig Anderson,O,35,33,58:35:00,,,,
1678,1/5/18,OTT,SJS,h,Craig Anderson,W,35,30,60:07:00,,,,
1680,1/6/18,OTT,TBL,h,Craig Anderson,W,48,45,60:00:00,,,,
1682,1/9/18,OTT,CHI,h,Mike Condon,,17,13,30:07:00,,,,
1684,1/18/18,OTT,STL,h,Craig Anderson,L,36,33,59:21:00,,,,
1686,1/20/18,OTT,TOR,h,Craig Anderson,L,33,29,58:24:00,,,,
1197,1/22/18,OTT,MIN,@,Mike Condon,L,36,33,57:47:00,,,,
2019,1/23/18,OTT,STL,@,Craig Anderson,L,40,38,59:37:00,,,,
1688,1/25/18,OTT,BOS,h,Mike Condon,L,44,41,58:53:00,,,,
617,1/30/18,OTT,CAR,@,Craig Anderson,L,39,37,59:55:00,,,,
1690,2/1/18,OTT,ANA,h,Mike Condon,W,31,30,60:19:00,,,,
1775,2/3/18,OTT,PHI,@,Craig Anderson,W,36,33,64:52:00,,,,
1287,2/4/18,OTT,MTL,@,Mike Condon,L,35,31,60:00:00,,,,
1692,2/6/18,OTT,NJD,h,Craig Anderson,W,33,30,60:00:00,,,,
1694,2/8/18,OTT,NSH,h,Craig Anderson,W,38,35,63:01:00,,,,
1861,2/13/18,OTT,PIT,@,Mike Condon,L,9,5,31:22:00,,,,
1696,2/15/18,OTT,BUF,h,Craig Anderson,W,25,23,59:56:00,,,,
1698,2/17/18,OTT,NYR,h,Craig Anderson,W,38,35,60:00:00,,,,
1371,2/19/18,OTT,NSH,@,Craig Anderson,L,41,36,59:56:00,,,,
717,2/21/18,OTT,CHI,@,Mike Condon,O,38,36,64:56:00,,,,
1700,2/22/18,OTT,TBL,h,Craig Anderson,L,24,20,57:32:00,,,,
1702,2/24/18,OTT,PHI,h,Craig Anderson,L,39,34,59:20:00,,,,
2361,2/27/18,OTT,WSH,@,Mike Condon,L,22,19,58:19:00,,,,
2279,3/2/18,OTT,VEG,@,Craig Anderson,W,29,25,60:00:00,,,,
67,3/3/18,OTT,ARI,@,Mike Condon,L,27,25,59:03:00,,,,
809,3/5/18,OTT,DAL,@,Craig Anderson,W,33,31,62:41:00,,,,
1704,3/8/18,OTT,BUF,h,Craig Anderson,O,34,31,65:00:00,,,,
1706,3/9/18,OTT,CGY,h,Mike Condon,L,37,35,58:17:00,,,,
1051,3/12/18,OTT,FLA,@,Craig Anderson,W,38,35,60:00:00,,,,
2117,3/13/18,OTT,TBL,@,Mike Condon,W,46,42,60:00:00,,,,
1708,3/16/18,OTT,DAL,h,Craig Anderson,W,25,23,63:26:00,,,,
319,3/17/18,OTT,CBJ,@,Mike Condon,L,35,33,58:53:00,,,,
1710,3/20/18,OTT,FLA,h,Mike Condon,,22,19,32:41:00,,,,
1712,3/22/18,OTT,EDM,h,Craig Anderson,L,38,32,59:50:00,,,,
1714,3/24/18,OTT,CAR,h,Mike Condon,L,23,19,58:26:00,,,,
651,3/26/18,OTT,CAR,@,Craig Anderson,L,29,26,59:41:00,,,,
1716,3/27/18,OTT,NYI,h,Mike Condon,L,31,27,58:31:00,,,,
1718,3/29/18,OTT,FLA,h,Craig Anderson,W,26,24,64:44:00,,,,
897,3/31/18,OTT,DET,@,Mike Condon,L,27,25,59:44:00,,,,
1720,4/2/18,OTT,WPG,h,Craig Anderson,L,40,34,58:41:00,,,,
491,4/4/18,OTT,BUF,@,Craig Anderson,W,34,32,60:00:00,,,,
1885,4/6/18,OTT,PIT,@,Craig Anderson,L,23,19,60:00:00,,,,
407,4/7/18,OTT,BOS,@,Daniel Taylor,L,34,30,58:29:00,,,,
1887,10/4/17,PHI,SJS,@,Brian Elliott,W,35,32,59:53:00,,,,
1067,10/5/17,PHI,LAK,@,Michal Neuvirth,L,27,25,58:32:00,,,,
85,10/7/17,PHI,ANA,@,Brian Elliott,W,23,21,60:24:00,,,,
1313,10/10/17,PHI,NSH,@,Brian Elliott,L,31,25,59:37:00,,,,
1722,10/14/17,PHI,WSH,h,Brian Elliott,W,23,21,60:00:00,,,,
1724,10/17/17,PHI,FLA,h,Michal Neuvirth,W,41,40,60:00:00,,,,
1726,10/19/17,PHI,NSH,h,Michal Neuvirth,L,24,23,58:30:00,,,,
1728,10/21/17,PHI,EDM,h,Brian Elliott,W,24,23,60:00:00,,,,
1730,10/24/17,PHI,ANA,h,Brian Elliott,L,25,19,59:56:00,,,,
1653,10/26/17,PHI,OTT,@,Michal Neuvirth,L,28,23,57:58:00,,,,
1732,10/30/17,PHI,ARI,h,Brian Elliott,O,34,30,62:50:00,,,,
669,11/1/17,PHI,CHI,@,Brian Elliott,L,34,32,58:17:00,,,,
1979,11/2/17,PHI,STL,@,Michal Neuvirth,W,33,33,60:00:00,,,,
1734,11/4/17,PHI,COL,h,Michal Neuvirth,O,27,23,65:00:00,,,,
1736,11/9/17,PHI,CHI,h,Brian Elliott,W,39,38,60:00:00,,,,
1738,11/11/17,PHI,MIN,h,Brian Elliott,L,27,26,58:32:00,,,,
1163,11/14/17,PHI,MIN,@,Brian Elliott,L,18,17,59:00:00,,,,
2395,11/16/17,PHI,WPG,@,Brian Elliott,O,33,31,64:52:00,,,,
1740,11/18/17,PHI,CGY,h,Brian Elliott,O,31,26,61:02:00,,,,
1742,11/21/17,PHI,VAN,h,Michal Neuvirth,L,22,18,34:26:00,,,,
1493,11/22/17,PHI,NYI,@,Brian Elliott,O,39,35,60:32:00,,,,
1744,11/24/17,PHI,NYI,h,Brian Elliott,O,37,32,62:44:00,,,,
1825,11/27/17,PHI,PIT,@,Brian Elliott,O,52,47,61:44:00,,,,
1746,11/28/17,PHI,SJS,h,Michal Neuvirth,L,34,31,57:14:00,,,,
1748,12/2/17,PHI,BOS,h,Brian Elliott,L,27,24,56:43:00,,,,
521,12/4/17,PHI,CGY,@,Brian Elliott,W,45,43,60:00:00,,,,
929,12/6/17,PHI,EDM,@,Brian Elliott,W,26,24,59:58:00,,,,
2159,12/7/17,PHI,VAN,@,Brian Elliott,W,37,36,59:52:00,,,,
1750,12/12/17,PHI,TOR,h,Brian Elliott,W,22,20,60:00:00,,,,
1752,12/14/17,PHI,BUF,h,Brian Elliott,W,20,19,60:00:00,,,,
1754,12/16/17,PHI,DAL,h,Brian Elliott,W,28,27,63:50:00,,,,
1756,12/18/17,PHI,LAK,h,Brian Elliott,L,25,21,60:00:00,,,,
1758,12/20/17,PHI,DET,h,Brian Elliott,W,28,25,60:00:00,,,,
443,12/22/17,PHI,BUF,@,Brian Elliott,L,35,33,57:28:00,,,,
285,12/23/17,PHI,CBJ,@,Brian Elliott,O,36,35,65:00:00,,,,
1019,12/28/17,PHI,FLA,@,Brian Elliott,L,27,24,57:39:00,,,,
2089,12/29/17,PHI,TBL,@,Brian Elliott,W,27,24,60:00:00,,,,
1760,1/2/18,PHI,PIT,h,Brian Elliott,L,14,10,40:00:00,,,,
1762,1/4/18,PHI,NYI,h,Brian Elliott,W,31,27,58:56:00,,,,
1764,1/6/18,PHI,STL,h,Brian Elliott,W,31,28,60:00:00,,,,
1766,1/7/18,PHI,BUF,h,Michal Neuvirth,W,31,30,60:00:00,,,,
1435,1/13/18,PHI,NJD,@,Brian Elliott,W,29,26,60:00:00,,,,
1611,1/16/18,PHI,NYR,@,Brian Elliott,L,21,16,40:00:00,,,,
1768,1/18/18,PHI,TOR,h,Michal Neuvirth,W,31,29,60:18:00,,,,
1770,1/20/18,PHI,NJD,h,Michal Neuvirth,W,29,28,59:43:00,,,,
2347,1/21/18,PHI,WSH,@,Brian Elliott,W,28,27,60:27:00,,,,
871,1/23/18,PHI,DET,@,Brian Elliott,W,21,19,60:01:00,,,,
1772,1/25/18,PHI,TBL,h,Michal Neuvirth,L,22,17,59:17:00,,,,
2349,1/31/18,PHI,WSH,@,Michal Neuvirth,L,20,15,49:06:00,,,,
1443,2/1/18,PHI,NJD,@,Alex Lyon,L,22,18,58:44:00,,,,
1774,2/3/18,PHI,OTT,h,Alex Lyon,,23,20,40:00:00,,,,
625,2/6/18,PHI,CAR,@,Brian Elliott,W,28,27,64:56:00,,,,
1776,2/8/18,PHI,MTL,h,Brian Elliott,W,28,25,60:00:00,,,,
51,2/10/18,PHI,ARI,@,Brian Elliott,,27,24,65:00:00,,,,
2263,2/11/18,PHI,VEG,@,Michal Neuvirth,W,39,38,60:00:00,,,,
1778,2/13/18,PHI,NJD,h,Michal Neuvirth,O,36,32,65:00:00,,,,
303,2/16/18,PHI,CBJ,@,Michal Neuvirth,W,36,35,61:52:00,,,,
1621,2/18/18,PHI,NYR,@,Alex Lyon,W,26,25,40:00:00,,,,
1780,2/20/18,PHI,MTL,h,Alex Lyon,W,27,25,61:25:00,,,,
1782,2/22/18,PHI,CBJ,h,Petr Mrazek,W,20,19,60:00:00,,,,
1703,2/24/18,PHI,OTT,@,Petr Mrazek,W,28,25,59:22:00,,,,
1295,2/26/18,PHI,MTL,@,Petr Mrazek,W,28,28,65:00:00,,,,
1784,3/1/18,PHI,CAR,h,Petr Mrazek,L,35,31,60:00:00,,,,
2109,3/3/18,PHI,TBL,@,Petr Mrazek,O,35,29,65:00:00,,,,
1045,3/4/18,PHI,FLA,@,Petr Mrazek,L,26,22,60:00:00,,,,
1786,3/7/18,PHI,PIT,h,Petr Mrazek,L,27,23,59:37:00,,,,
397,3/8/18,PHI,BOS,@,Alex Lyon,L,27,24,59:42:00,,,,
1788,3/10/18,PHI,WPG,h,Petr Mrazek,W,28,27,59:46:00,,,,
1790,3/12/18,PHI,VEG,h,Petr Mrazek,L,29,26,58:25:00,,,,
1792,3/15/18,PHI,CBJ,h,Alex Lyon,,18,18,34:45:00,,,,
645,3/17/18,PHI,CAR,@,Alex Lyon,W,25,23,59:57:00,,,,
1794,3/18/18,PHI,WSH,h,Petr Mrazek,W,28,25,60:00:00,,,,
891,3/20/18,PHI,DET,@,Alex Lyon,O,12,11,34:36:00,,,,
1796,3/22/18,PHI,NYR,h,Alex Lyon,W,36,33,60:00:00,,,,
1879,3/25/18,PHI,PIT,@,Petr Mrazek,O,21,19,38:34:00,,,,
817,3/27/18,PHI,DAL,@,Petr Mrazek,O,23,20,60:40:00,,,,
241,3/28/18,PHI,COL,@,Petr Mrazek,,17,17,31:31:00,,,,
1798,4/1/18,PHI,BOS,h,Petr Mrazek,W,39,36,63:36:00,,,,
1555,4/3/18,PHI,NYI,@,Petr Mrazek,L,37,32,58:20:00,,,,
1800,4/5/18,PHI,CAR,h,Brian Elliott,W,22,19,60:00:00,,,,
1802,4/7/18,PHI,NYR,h,Brian Elliott,W,17,17,59:27:00,,,,
1804,10/4/17,PIT,STL,h,Matt Murray,O,34,29,61:15:00,,,,
657,10/5/17,PIT,CHI,@,Matt Murray,,31,25,50:44:00,,,,
1806,10/7/17,PIT,NSH,h,Matt Murray,W,26,26,60:00:00,,,,
2299,10/11/17,PIT,WSH,@,Matt Murray,W,22,20,60:00:00,,,,
2055,10/12/17,PIT,TBL,@,Antti Niemi,L,34,29,58:52:00,,,,
1808,10/14/17,PIT,FLA,h,Matt Murray,W,46,43,60:00:00,,,,
1567,10/17/17,PIT,NYR,@,Matt Murray,W,32,28,59:47:00,,,,
989,10/20/17,PIT,FLA,@,Matt Murray,W,31,28,59:46:00,,,,
2059,10/21/17,PIT,TBL,@,Antti Niemi,L,32,25,60:00:00,,,,
1810,10/24/17,PIT,EDM,h,Matt Murray,W,30,29,60:37:00,,,,
1812,10/26/17,PIT,WPG,h,Matt Murray,W,31,30,61:07:00,,,,
1155,10/28/17,PIT,MIN,@,Matt Murray,L,29,27,59:14:00,,,,
2387,10/29/17,PIT,WPG,@,Casey DeSmith,,15,12,41:53:00,,,,
915,11/1/17,PIT,EDM,@,Matt Murray,W,37,35,60:00:00,,,,
505,11/2/17,PIT,CGY,@,Tristan Jarry,O,34,32,61:53:00,,,,
2147,11/4/17,PIT,VAN,@,Matt Murray,L,21,17,56:51:00,,,,
1814,11/7/17,PIT,ARI,h,Matt Murray,W,25,24,59:49:00,,,,
2309,11/10/17,PIT,WSH,@,Matt Murray,L,30,27,59:38:00,,,,
1323,11/11/17,PIT,NSH,@,Tristan Jarry,O,28,24,64:50:00,,,,
1816,11/14/17,PIT,BUF,h,Matt Murray,W,32,28,59:53:00,,,,
1663,11/16/17,PIT,OTT,@,Matt Murray,W,22,21,59:56:00,,,,
1818,11/18/17,PIT,CHI,h,Matt Murray,L,38,36,58:27:00,,,,
1820,11/22/17,PIT,VAN,h,Matt Murray,L,36,32,58:51:00,,,,
349,11/24/17,PIT,BOS,@,Matt Murray,L,33,29,58:24:00,,,,
1822,11/25/17,PIT,TBL,h,Tristan Jarry,W,35,33,60:00:00,,,,
1824,11/27/17,PIT,PHI,h,Matt Murray,,22,20,35:39:00,,,,
435,12/1/17,PIT,BUF,@,Tristan Jarry,W,34,34,60:00:00,,,,
1826,12/2/17,PIT,BUF,h,Tristan Jarry,W,33,32,59:49:00,,,,
1828,12/5/17,PIT,NYR,h,Tristan Jarry,L,29,25,58:34:00,,,,
1830,12/7/17,PIT,NYI,h,Tristan Jarry,W,26,23,61:29:00,,,,
1832,12/9/17,PIT,TOR,h,Casey DeSmith,L,9,8,38:12:00,,,,
1834,12/11/17,PIT,COL,h,Tristan Jarry,L,27,26,58:42:00,,,,
2243,12/14/17,PIT,VEG,@,Matt Murray,L,26,24,58:11:00,,,,
27,12/16/17,PIT,ARI,@,Matt Murray,W,17,15,60:00:00,,,,
197,12/18/17,PIT,COL,@,Matt Murray,L,36,33,58:24:00,,,,
1836,12/21/17,PIT,CBJ,h,Matt Murray,W,32,30,65:00:00,,,,
1838,12/23/17,PIT,ANA,h,Tristan Jarry,,10,9,36:18:00,,,,
1840,12/27/17,PIT,CBJ,h,Matt Murray,W,33,29,65:00:00,,,,
607,12/29/17,PIT,CAR,@,Tristan Jarry,L,33,31,58:37:00,,,,
859,12/31/17,PIT,DET,@,Matt Murray,L,23,19,60:00:00,,,,
1761,1/2/18,PIT,PHI,@,Tristan Jarry,W,17,16,34:34:00,,,,
1842,1/4/18,PIT,CAR,h,Matt Murray,L,33,29,60:00:00,,,,
1515,1/5/18,PIT,NYI,@,Tristan Jarry,W,31,31,60:00:00,,,,
1844,1/7/18,PIT,BOS,h,Tristan Jarry,,19,14,37:08:00,,,,
1846,1/13/18,PIT,DET,h,Tristan Jarry,W,30,29,60:00:00,,,,
1848,1/14/18,PIT,NYR,h,Tristan Jarry,W,28,26,59:55:00,,,,
125,1/17/18,PIT,ANA,@,Tristan Jarry,L,32,28,58:00:00,,,,
1111,1/18/18,PIT,LAK,@,Casey DeSmith,W,29,28,60:00:00,,,,
1929,1/20/18,PIT,SJS,@,Casey DeSmith,L,36,34,57:46:00,,,,
1850,1/23/18,PIT,CAR,h,Casey DeSmith,W,35,34,60:00:00,,,,
1852,1/25/18,PIT,MIN,h,Casey DeSmith,W,26,23,59:48:00,,,,
1854,1/30/18,PIT,SJS,h,Matt Murray,W,42,40,60:00:00,,,,
1856,2/2/18,PIT,WSH,h,Matt Murray,W,33,29,60:00:00,,,,
1445,2/3/18,PIT,NJD,@,Casey DeSmith,L,38,35,58:04:00,,,,
1858,2/6/18,PIT,VEG,h,Matt Murray,W,25,21,60:00:00,,,,
795,2/9/18,PIT,DAL,@,Matt Murray,O,36,33,63:53:00,,,,
2029,2/11/18,PIT,STL,@,Matt Murray,W,34,33,59:57:00,,,,
1860,2/13/18,PIT,OTT,h,Matt Murray,W,33,30,60:00:00,,,,
1862,2/15/18,PIT,LAK,h,Matt Murray,W,35,34,60:00:00,,,,
1864,2/17/18,PIT,TOR,h,Matt Murray,W,32,29,60:00:00,,,,
305,2/18/18,PIT,CBJ,@,Tristan Jarry,W,37,35,60:00:00,,,,
637,2/23/18,PIT,CAR,@,Matt Murray,W,28,27,60:00:00,,,,
1037,2/24/18,PIT,FLA,@,Matt Murray,L,14,12,30:27:00,,,,
1866,2/27/18,PIT,NJD,h,Casey DeSmith,L,38,35,58:15:00,,,,
391,3/1/18,PIT,BOS,@,Tristan Jarry,L,33,28,54:33:00,,,,
1868,3/3/18,PIT,NYI,h,Tristan Jarry,W,27,25,63:48:00,,,,
1870,3/5/18,PIT,CGY,h,Tristan Jarry,W,38,35,62:36:00,,,,
1787,3/7/18,PIT,PHI,@,Tristan Jarry,W,28,26,60:00:00,,,,
1872,3/11/18,PIT,DAL,h,Casey DeSmith,W,18,17,60:00:00,,,,
1631,3/14/18,PIT,NYR,@,Casey DeSmith,O,33,29,62:53:00,,,,
1301,3/15/18,PIT,MTL,@,Tristan Jarry,W,20,17,60:00:00,,,,
1545,3/20/18,PIT,NYI,@,Matt Murray,L,39,36,59:26:00,,,,
1874,3/21/18,PIT,MTL,h,Casey DeSmith,W,30,27,60:00:00,,,,
1876,3/23/18,PIT,NJD,h,Matt Murray,O,34,30,60:24:00,,,,
1878,3/25/18,PIT,PHI,h,Matt Murray,W,45,41,61:46:00,,,,
895,3/27/18,PIT,DET,@,Matt Murray,L,25,21,57:32:00,,,,
1469,3/29/18,PIT,NJD,@,Matt Murray,W,31,28,60:19:00,,,,
1880,3/31/18,PIT,MTL,h,Matt Murray,W,26,24,60:00:00,,,,
1882,4/1/18,PIT,WSH,h,Matt Murray,L,34,31,59:31:00,,,,
327,4/5/18,PIT,CBJ,@,Matt Murray,W,30,26,60:20:00,,,,
1884,4/6/18,PIT,OTT,h,Casey DeSmith,W,35,35,60:00:00,,,,
1886,10/4/17,SJS,PHI,h,Martin Jones,L,30,26,58:47:00,,,,
1888,10/7/17,SJS,LAK,h,Martin Jones,L,29,25,34:05:00,,,,
1890,10/12/17,SJS,BUF,h,Martin Jones,W,25,23,60:00:00,,,,
1892,10/14/17,SJS,NYI,h,Aaron Dell,L,22,20,57:27:00,,,,
1894,10/17/17,SJS,MTL,h,Martin Jones,W,30,28,60:00:00,,,,
1401,10/20/17,SJS,NJD,@,Martin Jones,W,28,28,59:45:00,,,,
1481,10/21/17,SJS,NYI,@,Aaron Dell,L,22,18,58:53:00,,,,
1573,10/23/17,SJS,NYR,@,Martin Jones,W,34,33,59:49:00,,,,
337,10/26/17,SJS,BOS,@,Martin Jones,L,33,31,57:46:00,,,,
419,10/28/17,SJS,BUF,@,Aaron Dell,W,33,31,59:52:00,,,,
1896,10/30/17,SJS,TOR,h,Martin Jones,W,18,16,59:45:00,,,,
1898,11/1/17,SJS,NSH,h,Martin Jones,W,20,19,59:59:00,,,,
1900,11/4/17,SJS,ANA,h,Martin Jones,W,26,25,64:50:00,,,,
1902,11/8/17,SJS,TBL,h,Martin Jones,L,21,17,39:57:00,,,,
1904,11/11/17,SJS,VAN,h,Aaron Dell,W,41,41,59:36:00,,,,
1083,11/12/17,SJS,LAK,@,Martin Jones,W,27,26,59:51:00,,,,
1906,11/16/17,SJS,FLA,h,Martin Jones,L,28,26,57:23:00,,,,
1908,11/18/17,SJS,BOS,h,Aaron Dell,L,20,17,57:31:00,,,,
1910,11/20/17,SJS,ANA,h,Martin Jones,O,30,28,65:00:00,,,,
17,11/22/17,SJS,ARI,@,Martin Jones,W,27,26,60:00:00,,,,
2233,11/24/17,SJS,VEG,@,Aaron Dell,O,19,17,41:05:00,,,,
1912,11/25/17,SJS,WPG,h,Martin Jones,W,38,38,60:00:00,,,,
1747,11/28/17,SJS,PHI,@,Aaron Dell,W,23,22,60:00:00,,,,
1007,12/1/17,SJS,FLA,@,Aaron Dell,W,40,39,60:00:00,,,,
2075,12/2/17,SJS,TBL,@,Martin Jones,L,43,38,60:00:00,,,,
2325,12/4/17,SJS,WSH,@,Martin Jones,L,29,25,60:00:00,,,,
1914,12/7/17,SJS,CAR,h,Martin Jones,W,25,21,60:22:00,,,,
1916,12/9/17,SJS,OTT,h,Aaron Dell,W,25,25,59:57:00,,,,
1918,12/10/17,SJS,MIN,h,Martin Jones,O,24,20,63:26:00,,,,
525,12/14/17,SJS,CGY,@,Aaron Dell,W,34,32,59:52:00,,,,
2163,12/15/17,SJS,VAN,@,Martin Jones,O,40,36,64:34:00,,,,
933,12/18/17,SJS,EDM,@,Martin Jones,L,28,24,58:50:00,,,,
1920,12/21/17,SJS,VAN,h,Aaron Dell,W,40,36,61:47:00,,,,
1922,12/23/17,SJS,LAK,h,Martin Jones,W,28,28,59:24:00,,,,
1924,12/28/17,SJS,CGY,h,Martin Jones,W,34,32,65:00:00,,,,
775,12/31/17,SJS,DAL,@,Martin Jones,L,22,18,40:00:00,,,,
1269,1/2/18,SJS,MTL,@,Aaron Dell,W,31,30,60:00:00,,,,
1679,1/5/18,SJS,OTT,@,Aaron Dell,O,43,37,60:04:00,,,,
2417,1/7/18,SJS,WPG,@,Martin Jones,L,29,26,59:24:00,,,,
1926,1/13/18,SJS,ARI,h,Aaron Dell,W,15,13,46:40:00,,,,
1109,1/15/18,SJS,LAK,@,Martin Jones,W,36,35,59:58:00,,,,
43,1/16/18,SJS,ARI,@,Aaron Dell,W,32,30,65:00:00,,,,
213,1/18/18,SJS,COL,@,Martin Jones,L,22,17,56:15:00,,,,
1928,1/20/18,SJS,PIT,h,Aaron Dell,W,32,31,60:00:00,,,,
129,1/21/18,SJS,ANA,@,Aaron Dell,W,35,33,60:00:00,,,,
1930,1/23/18,SJS,WPG,h,Aaron Dell,O,23,18,60:18:00,,,,
1932,1/25/18,SJS,NYR,h,Aaron Dell,L,29,23,58:21:00,,,,
1855,1/30/18,SJS,PIT,@,Martin Jones,L,30,26,58:18:00,,,,
875,1/31/18,SJS,DET,@,Martin Jones,O,44,43,65:00:00,,,,
297,2/2/18,SJS,CBJ,@,Martin Jones,W,29,28,60:00:00,,,,
623,2/4/18,SJS,CAR,@,Aaron Dell,W,30,29,60:00:00,,,,
217,2/6/18,SJS,COL,@,Martin Jones,L,19,17,58:32:00,,,,
1934,2/8/18,SJS,VEG,h,Martin Jones,L,32,28,59:12:00,,,,
1936,2/10/18,SJS,EDM,h,Aaron Dell,W,31,27,60:00:00,,,,
137,2/11/18,SJS,ANA,@,Martin Jones,W,27,25,63:47:00,,,,
1938,2/13/18,SJS,ARI,h,Martin Jones,L,26,24,57:34:00,,,,
1940,2/15/18,SJS,VAN,h,Martin Jones,W,44,43,60:00:00,,,,
1942,2/18/18,SJS,DAL,h,Martin Jones,W,28,26,60:00:00,,,,
2031,2/20/18,SJS,STL,@,Martin Jones,W,33,31,59:54:00,,,,
1373,2/22/18,SJS,NSH,@,Aaron Dell,L,46,39,60:00:00,,,,
719,2/23/18,SJS,CHI,@,Martin Jones,L,35,33,58:41:00,,,,
1211,2/25/18,SJS,MIN,@,Martin Jones,O,41,38,64:48:00,,,,
1944,2/27/18,SJS,EDM,h,Martin Jones,W,26,24,60:00:00,,,,
1946,3/1/18,SJS,CHI,h,Martin Jones,W,34,32,59:38:00,,,,
1948,3/4/18,SJS,CBJ,h,Aaron Dell,,14,14,33:21:00,,,,
1950,3/8/18,SJS,STL,h,Martin Jones,W,16,16,60:00:00,,,,
1952,3/10/18,SJS,WSH,h,Martin Jones,L,25,24,58:31:00,,,,
1954,3/12/18,SJS,DET,h,Martin Jones,W,26,23,59:27:00,,,,
973,3/14/18,SJS,EDM,@,Martin Jones,W,28,25,62:40:00,,,,
563,3/16/18,SJS,CGY,@,Martin Jones,W,34,30,60:00:00,,,,
2203,3/17/18,SJS,VAN,@,Aaron Dell,W,31,28,60:00:00,,,,
1956,3/20/18,SJS,NJD,h,Martin Jones,W,28,26,60:00:00,,,,
1958,3/22/18,SJS,VEG,h,Martin Jones,W,25,24,60:39:00,,,,
1960,3/24/18,SJS,CGY,h,Martin Jones,W,38,37,60:00:00,,,,
733,3/26/18,SJS,CHI,@,Martin Jones,W,31,28,65:00:00,,,,
2045,3/27/18,SJS,STL,@,Aaron Dell,O,32,29,62:17:00,,,,
1389,3/29/18,SJS,NSH,@,Martin Jones,L,31,27,58:04:00,,,,
2295,3/31/18,SJS,VEG,@,Martin Jones,L,38,35,58:41:00,,,,
1962,4/3/18,SJS,DAL,h,Martin Jones,L,22,19,58:52:00,,,,
1964,4/5/18,SJS,COL,h,Martin Jones,W,25,23,59:46:00,,,,
1966,4/7/18,SJS,MIN,h,Martin Jones,L,19,14,40:00:00,,,,
1805,10/4/17,STL,PIT,@,Jake Allen,W,33,29,61:15:00,,,,
1968,10/7/17,STL,DAL,h,Jake Allen,W,40,38,60:00:00,,,,
1479,10/9/17,STL,NYI,@,Jake Allen,W,42,40,64:45:00,,,,
1563,10/10/17,STL,NYR,@,Carter Hutton,W,33,32,60:00:00,,,,
987,10/12/17,STL,FLA,@,Jake Allen,L,38,33,60:00:00,,,,
2057,10/14/17,STL,TBL,@,Jake Allen,L,27,25,58:24:00,,,,
1970,10/18/17,STL,CHI,h,Jake Allen,W,24,22,60:00:00,,,,
169,10/19/17,STL,COL,@,Carter Hutton,W,41,38,59:52:00,,,,
2223,10/21/17,STL,VEG,@,Jake Allen,O,22,19,64:36:00,,,,
1972,10/25/17,STL,CGY,h,Jake Allen,W,25,23,60:00:00,,,,
